episode,sensing
1,40.44847475269815
2,41.461104129531265
3,42.81818897685363
4,42.72925604977697
5,42.28935354625016
6,42.440513584228796
7,42.639117529834884
8,42.182127189964866
9,41.67682469362311
10,40.75493386477416
11,40.648727686111485
12,37.904772594754576
13,37.18278201900622
14,39.572885022104295
15,40.390019784716266
16,40.64645838411212
17,40.59588974214692
18,40.56159551037425
19,40.24496618529726
20,40.45808314526634
21,40.21906764644571
22,40.395245948937415
23,41.199926005452745
24,41.89423372442379
25,40.849045087587626
26,40.32438584026811
27,40.41466656454725
28,40.5935961619413
29,40.402180751830834
30,40.52864543309803
31,40.61740139030267
32,40.974414484202406
33,40.405156648414916
34,40.824582054804196
35,40.55451297764943
36,40.911952160430744
37,40.80696254979147
38,40.607694620581896
39,40.63516973408061
40,40.88581168630539
41,40.74579678607376
42,40.591308414037414
43,41.10538135136536
44,40.73522091541473
45,40.93019500938372
46,41.111632399743876
47,41.18430296404624
48,40.93266950892743
49,40.85272108716731
50,40.74827480971031
51,40.90923004518282
52,40.871525988239334
53,41.38934269702847
54,40.84894426642615
55,40.916586912564206
56,40.995998765745924
57,40.77803358433279
58,40.8786895089652
59,40.87691424477999
60,40.87534409759271
61,40.889776427318985
62,40.90759054203742
63,41.02025810165118
64,40.96771926412716
65,40.9094671635319
66,40.92122560101956
67,40.9242773182776
68,40.92538401143744
69,40.26317775904353
70,40.605393425807
71,40.93205486672509
72,40.981860780956794
73,41.02468030062184
74,40.41304445243826
75,40.95459872879728
76,41.14773248472811
77,41.100235283718696
78,40.929724053408364
79,40.939290488082776
80,41.013869846304985
81,40.888245177863375
82,40.92476405838279
83,40.976484098866784
84,40.87533902535604
85,41.021427890897776
86,40.928394602687064
87,41.02583763276777
88,42.0336308635468
89,41.98957889791157
90,40.881056771066916
91,40.845022516085756
92,40.90492387136407
93,40.92742624827537
94,40.92050990497655
95,40.90486769997401
96,40.90333311633749
97,40.92501796992259
98,40.915273875810676
99,40.92827815434276
100,40.93241030583485
101,40.86540744409554
102,42.19247474080871
103,40.971982197908474
104,40.97047638013792
105,40.845423250467285
106,40.85281866120222
107,40.92200295027939
108,40.91334729498202
109,40.9154114807252
110,40.920469341133554
111,40.92389961727785
112,40.927528178750954
113,40.86730617196252
114,41.04311038242443
115,40.95842922164719
116,40.85493321007755
117,40.883769429403166
118,40.928311711719246
119,40.929894260024824
120,40.81363739190201
121,40.92257545242789
122,40.95194904078178
123,40.912134225353356
124,40.922355869002004
125,40.889129331283456
126,40.50494159117181
127,40.99991106642519
128,40.906254249824904
129,40.924435500836765
130,42.1863641861392
131,40.88591952963791
132,40.92971570914057
133,40.93277035069617
134,40.927892261808886
135,40.90091616333293
136,40.93179713125914
137,40.95827283074083
138,40.871411775139876
139,40.87217285551073
140,40.95705783927875
141,40.86961734348442
142,40.9315811199603
143,40.897366363734164
144,40.882960576779766
145,40.90070646088308
146,40.85100267779312
147,40.93287052328688
148,40.93062540804372
149,40.926081013243525
150,40.90450639706015
151,40.90480483606388
152,40.92949012706906
153,40.90534081578299
154,40.91808413709439
155,40.93101311564454
156,40.91755384621561
157,40.8889876261967
158,40.807438170655914
159,40.916988349632454
160,40.93019180561613
161,40.938932113046896
162,40.89518207980746
163,40.89235701560875
164,40.878354999991316
165,40.84743551613431
166,40.876546060363836
167,40.93665922010646
168,40.80901867363907
169,40.8623511625156
170,40.911883162238084
171,40.926175995201405
172,40.85344247401284
173,40.841741891580085
174,40.87630192214964
175,40.887095348691794
176,40.884351115318545
177,40.86809768424868
178,40.90983853055558
179,40.93383874735875
180,40.79700306113642
181,40.81221622627833
182,40.86860003935251
183,40.9136751668417
184,40.82745467590256
185,40.875247437286035
186,40.88905647623133
187,40.91492323458781
188,40.92432966201095
189,40.89872988255654
190,40.95335335187463
191,40.92750694904863
192,40.85310680990969
193,40.911061305174506
194,40.89893297136004
195,40.90536379319507
196,40.77398757622883
197,40.734917074977936
198,40.51633762344347
199,40.674416033197375
200,40.44036752123094
201,40.7698396802661
202,40.74576008935845
203,40.878324281949055
204,40.88738854265988
205,40.8964757975273
206,40.90451561701465
207,40.90288611915632
208,40.8584840120651
209,40.61002301813314
210,40.81906526880712
211,40.76931469961709
212,40.85501885676016
213,40.78337385037633
214,40.88966864707129
215,40.82306714021249
216,40.86976008749222
217,40.81202313586517
218,40.87759094614826
219,40.88627488740337
220,40.785189987670684
221,40.91070726311118
222,40.912260663464636
223,40.89811778470377
224,40.90677716598656
225,40.86371268600814
226,40.866640493703905
227,40.88325806862989
228,40.911403277211406
229,40.8963762492713
230,40.928839780667914
231,40.897377167509454
232,40.92699539756695
233,40.89938687580936
234,40.879081673217364
235,40.8985286928049
236,40.904001158941284
237,40.84823318034375
238,40.89323693228136
239,40.89953531279834
240,40.87382502431039
241,40.89360512292818
242,40.886544545396085
243,40.929726565899784
244,40.90229081122667
245,40.93529406823618
246,40.87791746467782
247,40.896674715526906
248,40.90028701054304
249,40.86553811896813
250,40.88734403064974
251,40.917337658135715
252,40.93910871760398
253,40.8732066567077
254,40.866897547105424
255,40.917386158956276
256,40.93202338150195
257,40.896367892851636
258,40.91979133731187
259,40.80765862292085
260,40.80359769547688
261,40.806907831298034
262,40.86811583346127
263,40.81807173290626
264,40.7410530040092
265,40.82348582541513
266,40.746339710026376
267,40.772549615786644
268,40.713372690208296
269,40.87833443867136
270,40.88604165316567
271,40.8987321809361
272,40.84915354880717
273,40.8589285469566
274,40.86685334762302
275,40.90362901931423
276,40.86337703021143
277,40.888075497620875
278,40.89110926653465
279,40.86952936226831
280,40.84256838275824
281,40.82076779811664
282,40.83301612913253
283,40.83224547687426
284,40.8652125620624
285,40.62310795551494
286,40.781698876659895
287,40.72142082408329
288,40.79608028798879
289,40.694399206950585
290,40.75795090293301
291,40.81573586661081
292,40.74039264809491
293,40.80651969779463
294,40.85375698444871
295,40.85618127622678
296,40.90165411762956
297,40.88132792269816
298,40.87276068807084
299,40.89608816351481
300,40.88909790089064
301,40.82628661448039
302,40.872483756257495
303,40.775417475817214
304,40.870410529469815
305,40.877451355016206
306,40.8262373227878
307,40.86290207286485
308,40.843079994404484
309,40.85119726324766
310,40.87738489264773
311,40.857620659713405
312,40.874057817226586
313,40.88294456288284
314,40.836949786248
315,40.798898409834216
316,40.860874369119394
317,40.76536247732711
318,40.857216445516045
319,40.85536841408818
320,40.8335559387551
321,40.7792889188671
322,40.8568030331184
323,40.87590783875988
324,40.79996127003344
325,40.87328046908909
326,40.83835208825406
327,40.868033245382115
328,40.86756505300399
329,40.88611931249273
330,40.83970525716837
331,40.853587839223685
332,40.89336146292749
333,40.89328098035702
334,40.905040451719564
335,40.87715378296476
336,40.89768289405527
337,40.86749198429505
338,40.88285058565431
339,40.880869913276904
340,40.81354249929059
341,40.87099782384095
342,40.80056968112195
343,40.864196475843826
344,40.89218665644539
345,40.785763850105056
346,40.857585942259995
347,40.77205984027446
348,40.86679424572127
349,40.774755874541704
350,40.872763012871616
351,40.84980963752756
352,40.849258085980374
353,40.898833516333575
354,40.88978842648504
355,40.852157347241295
356,40.87058009514024
357,40.87276362479495
358,40.85942564495359
359,40.87754985379769
360,40.89135188393654
361,40.89428456399246
