episode,sensing
1,41.717776905838676
2,41.516205045514454
3,41.970891014528654
4,42.032654970367496
5,41.26694044665961
6,40.45265699050725
7,41.43173672594341
8,39.40173408146819
9,40.534830531950554
10,40.12753741597975
11,39.33775738367683
12,39.2648459161287
13,39.16355324307609
14,39.27437153471319
15,39.29484907120501
16,39.59486999699995
17,39.682066713359916
18,39.55158513293478
19,39.68930031609664
20,39.96435966474013
21,40.12106470872536
22,40.40394608223563
23,40.35141758779425
24,40.34758008380327
25,40.26925938175473
26,40.45238798676982
27,40.50273836976863
28,40.411474903461595
29,40.390673085068464
30,40.38073827204894
31,40.33916780804833
32,40.35248360811423
33,40.40161453397692
34,40.36152973711231
35,40.34420104790904
36,39.95976553445235
37,39.95903469284193
38,39.95871746176872
39,39.958617055675006
40,39.971637751042046
41,39.958617773946585
42,39.95985499524116
43,39.95845806845727
44,39.96663551669532
45,39.99946145245727
46,39.98557244816491
47,39.99256090986292
48,39.99937217385952
49,39.99403703448375
50,39.994044031990285
51,39.99342815303404
52,39.990480225222576
53,39.993575142034054
54,39.99395236347365
55,39.9938993710623
56,39.9937232534528
57,39.99060123834759
58,39.975662896993036
59,40.00948822098542
60,39.96408656474556
61,40.361645328401316
62,40.3117153579355
63,40.05087734901641
64,39.67532684152873
65,40.02078531872877
66,39.491465368887724
67,39.88000724409766
68,39.93227501044269
69,39.94222574758123
70,39.97774581881397
71,40.033084035183435
72,40.101031105633126
73,40.1929130765669
74,40.286926896362544
75,40.381142983830316
76,40.37508055495285
77,40.41207951278816
78,40.45716125735149
79,40.41592211868959
80,40.32802770186659
81,40.32606905504801
82,40.36333463752606
83,40.508299068383934
84,40.377384534883895
85,40.19957636672837
86,39.73238213822256
87,42.43913743185785
88,42.40933837985095
89,42.26002015175822
90,42.285347581867065
91,42.239932264334264
92,42.2402162191312
93,42.32902592189735
94,42.31826229641254
95,42.28466826205683
96,42.15616082020005
97,42.20821038734447
98,42.26362993255362
99,42.4927209263818
100,42.52757677257636
101,42.46480065490345
102,42.23251829610385
103,42.15319981316789
104,42.164129191360836
105,42.30776581293153
106,42.255057050364805
107,42.173704382889056
108,42.14455894456087
109,42.15537128489452
110,42.16651824409485
111,42.225885599100145
112,42.2668928106043
113,42.41194669572575
114,41.33744838408017
115,41.480611267531486
116,42.20352773129879
117,42.17779284698791
118,42.12402725684926
119,42.11479668456211
120,42.088882809138774
121,42.083077793823314
122,42.08290761981491
123,42.07709223617353
124,42.076699785693954
125,42.079515142945326
126,42.11968018722886
127,42.238063830896174
128,42.253902933558656
129,42.24491446622212
130,42.2456874337968
131,42.25825235035018
132,42.26811901201079
133,42.289606073360936
134,42.26035734378925
135,42.24286761845252
136,42.224789234829416
137,42.1405598577836
138,42.081213336926375
139,42.06911152732842
140,42.07673211480741
141,42.07664961005122
142,42.07598684247943
143,42.07661252556923
144,42.0764051944
145,42.07600704536554
146,42.07705316868043
147,42.07622960333617
148,42.07658712056973
149,42.07662532201252
150,42.07653093956271
151,42.076588031144574
152,42.076516134314396
153,42.077614087348536
154,42.07379025898591
155,42.08693356071866
156,42.08096930085387
157,42.08981302754803
158,42.08881809127829
159,42.07989833473041
160,42.08801541995124
161,42.07851153496547
162,42.08097064552963
163,42.081611602631746
164,42.071547946725424
165,42.08115490817308
166,42.07251907790066
167,42.078811209718964
168,42.0809272549478
169,42.07233010112898
170,42.0847434473371
171,42.082599851518935
172,42.09170390327873
173,42.15960891248496
174,42.201549401558694
175,42.1964472834694
176,42.23275376095018
177,42.23784288782701
178,42.20707022541432
179,42.223816214564394
180,42.233760014823154
181,42.22105181990495
182,42.24316832519656
183,42.24756659294284
184,42.24960575476774
185,42.253003759333275
186,42.25070693704805
187,42.252532001333485
188,42.25215795360068
189,42.2498275457558
190,42.24547206658355
191,42.22740804886148
192,42.20613403444382
193,42.239134628268715
194,42.182887339777515
195,42.19399721233249
196,42.207991009260766
197,42.20901601771116
198,42.23110456377589
199,42.24751100700573
200,42.232658395020536
201,42.23317975453214
202,42.186638237712614
203,42.19168062342481
204,42.19427913130844
205,42.224204963855335
206,42.229724133682154
207,42.24546379516038
208,42.21335319120693
209,42.17215398053857
210,42.18782125700035
211,42.11422448674213
212,42.07290784955094
213,42.077373841981796
214,42.07471091488881
215,42.0725518440823
216,42.078262773200656
217,42.07799277083121
218,42.07647690894694
219,42.07653378675919
220,42.076552100476775
221,42.07657410386923
222,42.07558607606126
223,42.06885532964065
224,42.076576754286904
225,42.07650653200457
226,42.07693413111874
227,42.076606697076066
228,42.079978497593196
229,42.091104230197026
230,42.2269506032557
231,42.25150846894382
232,42.25300611498531
233,42.253297831829926
234,42.25322436226319
235,42.25326456840499
236,42.2532978247848
237,42.25329783096618
238,42.253297830596274
239,42.25307365078597
240,42.253250305428445
241,42.25271918198183
242,42.25110277522023
243,42.252030643949226
244,42.25303416154071
245,42.25329791690917
246,42.25329842274551
247,42.253299080602666
248,42.251900097511815
249,42.24986776915429
250,42.25113589793694
251,42.248630471231955
252,42.250571164685844
253,42.248304299335416
254,42.25240830907667
255,42.252753539010406
256,42.253297901616214
257,42.25310522130213
258,42.253297851763136
259,42.25329785789709
260,42.25329789344365
261,42.25329795571025
262,42.25329799825343
263,42.25329826432422
264,42.25329861932718
265,42.25329785049017
266,42.25316103596593
267,42.25329782525477
