episode,sensing
1,43.238925101764345
2,43.238925101764345
3,43.238925101764345
4,43.238925101764345
5,43.206292840343615
6,43.206292840343615
7,42.79817633154533
8,42.79817633154533
9,41.40815790871101
10,41.40815790871101
11,41.82078607218795
12,41.82078607218795
13,42.21188951700501
14,42.21188951700501
15,42.41570792117098
16,42.41570792117098
17,42.438744327949095
18,42.438744327949095
19,42.43724953726853
20,42.43724953726853
21,42.43687729346475
22,42.43687729346475
23,42.22379287187793
24,42.22379287187793
25,42.22061797889001
26,42.22061797889001
27,42.21745743563926
28,42.21745743563926
29,42.21922860283615
30,42.21922860283615
31,42.21663407897618
32,42.21663407897618
33,42.22651298942012
34,42.22651298942012
35,42.01072937828257
36,42.01072937828257
37,42.00996463717756
38,42.00996463717756
39,42.00989325572686
40,42.00989325572686
41,42.00958130177579
42,42.00958130177579
43,42.00882264889778
44,42.00882264889778
45,42.00804553668761
46,42.00804553668761
47,42.00742285242368
48,42.00742285242368
49,42.00737709348225
50,42.00737709348225
51,42.00737346135415
52,42.00737346135415
53,42.00737415469623
54,42.00737415469623
55,42.00737517677226
56,42.00737517677226
57,42.00737581119142
58,42.00737581119142
59,42.00737621103882
60,42.00737621103882
61,42.007376470153616
62,42.007376470153616
63,42.007376601365785
64,42.007376601365785
65,42.00737661396775
66,42.00737661396775
67,42.00737659403192
68,42.00737659403192
69,42.00737652965854
70,42.00737652965854
71,42.0073765064531
72,42.0073765064531
73,42.00737655395055
74,42.00737655395055
75,42.00737660023267
76,42.00737660023267
77,42.00737658092723
78,42.00737658092723
79,42.007376583036766
80,42.007376583036766
81,42.007376518151744
82,42.007376518151744
83,42.00737632182589
84,42.00737632182589
85,42.00737579530652
86,42.00737579530652
87,42.007374721261804
88,42.007374721261804
89,42.00737329219805
90,42.00737329219805
91,42.00737003616169
92,42.00737003616169
93,42.00728854884674
94,42.00728854884674
95,42.0047165701375
96,42.0047165701375
97,42.00462815684815
98,42.00462815684815
99,42.00462593221881
100,42.00462593221881
101,42.0046259188191
102,42.0046259188191
103,42.00462623726168
104,42.00462623726168
105,42.004628192552126
106,42.004628192552126
107,42.00464262477416
108,42.00464262477416
109,42.004693148033276
110,42.004693148033276
111,42.00483166491331
112,42.00483166491331
113,42.00498920882469
114,42.00498920882469
115,42.00503893421828
116,42.00503893421828
117,42.00504642722405
118,42.00504642722405
119,42.00504407345125
120,42.00504407345125
121,42.005040998488504
122,42.005040998488504
123,42.005008426213124
124,42.005008426213124
125,42.00429728999374
126,42.00429728999374
127,42.00147621989654
128,42.00147621989654
129,42.00144246912314
130,42.00144246912314
131,42.00173309074301
132,42.00173309074301
133,41.99855304024323
134,41.99855304024323
135,41.76093799324488
136,41.76093799324488
137,41.76117995837353
138,41.76117995837353
139,41.76671203114344
140,41.76671203114344
141,41.7708981090515
142,41.7708981090515
143,41.7712066706965
144,41.7712066706965
145,41.771126419844414
146,41.771126419844414
147,41.77101355914454
148,41.77101355914454
149,41.77087236333645
150,41.77087236333645
151,41.77078294440198
152,41.77078294440198
153,41.770587066927774
154,41.770587066927774
155,41.77057838803994
156,41.77057838803994
157,41.77188900168186
158,41.77188900168186
159,41.77341368928474
160,41.77341368928474
161,41.773494500064935
162,41.773494500064935
163,41.773451101231466
164,41.773451101231466
165,41.7734491716702
166,41.7734491716702
167,41.77345075057978
168,41.77345075057978
169,41.77345765361782
170,41.77345765361782
171,41.773468941741186
172,41.773468941741186
173,41.77347912103151
174,41.77347912103151
175,41.773496258377605
176,41.773496258377605
177,41.7735240438039
178,41.7735240438039
179,41.77355344838939
180,41.77355344838939
181,41.773493110341796
182,41.773493110341796
183,41.773461122932396
184,41.773461122932396
185,41.773454181161625
186,41.773454181161625
187,41.77346698396205
188,41.77346698396205
189,41.774032687659926
190,41.774032687659926
191,41.77663435787176
192,41.77663435787176
193,41.77664188830307
194,41.77664188830307
195,41.7772359461868
196,41.7772359461868
197,41.77997381713737
198,41.77997381713737
199,41.93860165122316
200,41.93860165122316
201,42.07296839511862
202,42.07296839511862
203,42.07380511642351
204,42.07380511642351
205,42.07424987981227
206,42.07424987981227
207,42.07424987981227
208,42.07424987981227
209,42.07424988000387
210,42.07424988000387
211,42.07424988338902
212,42.07424988338902
213,42.07424994499265
214,42.07424994499265
215,42.07425078055294
216,42.07425078055294
217,42.074259495326295
218,42.074259495326295
219,42.0743232701194
220,42.0743232701194
221,42.074590938372395
222,42.074590938372395
223,42.074765008512806
224,42.074765008512806
225,42.07493886389754
226,42.07493886389754
227,42.074848275472576
228,42.074848275472576
229,42.074747693000155
230,42.074747693000155
231,42.07458350738715
232,42.07458350738715
233,42.074283830370234
234,42.074283830370234
235,42.07425217314727
236,42.07425217314727
237,42.074250055523116
238,42.074250055523116
239,42.074249896514466
240,42.074249896514466
241,42.07424988182419
242,42.07424988182419
243,42.074249880099686
244,42.074249880099686
245,42.0742498798442
246,42.0742498798442
247,42.07424987981227
248,42.07424987981227
249,42.07424987981227
250,42.07424987981227
251,42.07424987981227
252,42.07424987981227
253,42.07424987981227
254,42.07424987981227
255,42.07424987981227
256,42.07424987981227
257,42.07424987981227
258,42.07424987981227
259,42.07424987981227
260,42.07424987981227
261,42.07424987981227
262,42.07424987981227
263,42.07424987981227
264,42.07424987981227
265,42.07424987981227
266,42.07424987981227
267,42.07424987981227
268,42.07424987981227
269,42.07424987981227
270,42.07424987981227
271,42.07424987981227
272,42.07424987981227
273,42.07424987981227
274,42.07424987981227
275,42.07424987981227
276,42.07424987981227
277,42.07424987981227
278,42.07424987981227
279,42.07424987981227
280,42.07424987981227
281,42.07424987981227
282,42.07424987981227
283,42.07424987981227
284,42.07424987981227
285,42.07424987981227
286,42.07424987981227
287,42.07424987981227
288,42.07424987981227
289,42.07424987981227
290,42.07424987981227
291,42.07424987981227
292,42.07424987981227
293,42.07424987981227
294,42.07424987981227
295,42.07424987981227
296,42.07424987981227
297,42.07424987981227
298,42.07424987981227
299,42.07424987981227
300,42.07424987981227
301,42.07424987981227
302,42.07424987981227
303,42.07424987981227
304,42.07424987981227
305,42.07424987981227
306,42.07424987981227
307,42.07424987981227
308,42.07424987981227
309,42.07424987981227
310,42.07424987981227
311,42.07424987981227
312,42.07424987981227
313,42.07424987981227
314,42.07424987981227
315,42.07424987981227
316,42.07424987981227
317,42.07424987981227
318,42.07424987981227
319,42.07424987981227
320,42.07424987981227
321,42.07424987981227
322,42.07424987981227
323,42.07424987981227
324,42.07424987981227
325,42.07424987981227
326,42.07424987981227
327,42.07424987981227
328,42.07424987981227
329,42.07424987981227
330,42.07424987981227
331,42.07424987981227
332,42.07424987981227
333,42.0742498798442
334,42.0742498798442
335,42.074249879876135
336,42.074249879876135
337,42.07424988000387
338,42.07424988000387
339,42.07424988032323
340,42.07424988032323
341,42.07424988096194
342,42.07424988096194
343,42.07424988211161
344,42.07424988211161
345,42.07424988405966
346,42.07424988405966
347,42.07424988722127
348,42.07424988722127
349,42.07424988338902
350,42.07424988338902
351,42.074249881632575
