alpha,secrecy_rate,sensing_utility,objective
0.0,3.2062588080643546,3.980290494209662,1.0049302257813286
0.05,3.355357833466853,3.980783260979272,0.9595952743021806
0.1,3.1515817056984172,3.981301667741923,0.9136714902556076
0.15000000000000002,2.9120178844246545,3.981728192441337,0.86697930595336
0.2,2.6563107088555853,3.981990959854641,0.8194665611940045
0.25,2.5469260989123077,3.982059800102233,0.7722250298709596
0.30000000000000004,2.5850538938375847,3.9819254578258487,0.725897715893962
0.35000000000000003,2.569483715263176,3.981580507003421,0.6791111876422922
0.4,2.958212865675254,3.9810057305482633,0.6368746307700603
0.45,4.397298320939535,3.9801587097608953,0.6092300170079988
0.5,8.461788818837306,3.9789600489835095,0.6231798571565612
0.55,11.165853266305959,3.9772728276678713,0.6273391594822915
0.6000000000000001,12.442534781053984,3.974872224864847,0.614725492062292
0.65,13.735833227203763,3.9714115272678563,0.6060350186752439
0.7000000000000001,15.213982132391298,3.966434855699566,0.6047092430162205
0.75,16.92521309183691,3.959636769625916,0.6126120485683039
0.8,18.863716670416608,3.951804875418487,0.6307183214512161
0.8500000000000001,20.963041538151316,3.9461110974125244,0.658547546519242
0.9,23.052567912419736,3.9462510391601024,0.6924139237257432
0.9500000000000001,24.80339804576473,3.951499165310236,0.7231181442558305
1.0,25.71881490594751,3.958077081919334,0.7348232830270718
