episode,sensing
1,41.0838260804656
2,41.0838260804656
3,41.0838260804656
4,41.0838260804656
5,41.08777314619901
6,41.08777314619901
7,41.140587744533256
8,41.140587744533256
9,41.154504383842784
10,41.154504383842784
11,41.10194189777528
12,41.10194189777528
13,40.64221492224477
14,40.64221492224477
15,40.63734478976992
16,40.63734478976992
17,40.66136144536334
18,40.66136144536334
19,40.64109345716471
20,40.64109345716471
21,40.731585321676796
22,40.731585321676796
23,40.69935218006345
24,40.69935218006345
25,40.755677040888415
26,40.755677040888415
27,40.769576433070185
28,40.769576433070185
29,40.64952746569033
30,40.64952746569033
31,40.5742755921447
32,40.5742755921447
33,40.97576023563446
34,40.97576023563446
35,42.37342452632733
36,42.37342452632733
37,42.30068883226193
38,42.30068883226193
39,42.30903191870425
40,42.30903191870425
41,42.309300184783844
42,42.309300184783844
43,42.30981229992048
44,42.30981229992048
45,42.310004095825626
46,42.310004095825626
47,42.309322448836404
48,42.309322448836404
49,42.308762857597195
50,42.308762857597195
51,42.30879261161986
52,42.30879261161986
53,42.306808236497346
54,42.306808236497346
55,42.29403717151824
56,42.29403717151824
57,42.296198865219395
58,42.296198865219395
59,42.285153182174675
60,42.285153182174675
61,42.28305272929254
62,42.28305272929254
63,42.2376893741511
64,42.2376893741511
65,42.231161292200305
66,42.231161292200305
67,42.23709989107188
68,42.23709989107188
69,42.27086744051557
70,42.27086744051557
71,42.27075991941491
72,42.27075991941491
73,42.2707846845171
74,42.2707846845171
75,42.270528287206
76,42.270528287206
77,42.27208979417077
78,42.27208979417077
79,42.298681106946454
80,42.298681106946454
81,42.29033476193747
82,42.29033476193747
83,42.27974082936992
84,42.27974082936992
85,42.283454808078325
86,42.283454808078325
87,42.2837184333478
88,42.2837184333478
89,42.28386559181263
90,42.28386559181263
91,42.28411266931562
92,42.28411266931562
93,42.28043660917747
94,42.28043660917747
95,42.27285917479484
96,42.27285917479484
97,42.29150699991686
98,42.29150699991686
99,42.29659584077773
100,42.29659584077773
