episode,sensing
1,38.145295750409474
2,41.7928338992711
3,36.83668538440842
4,38.99451179814192
5,41.47571454965634
6,42.68901930145217
7,42.58386086315663
8,42.74403171317909
9,42.00466304535186
10,40.66387459445791
11,40.65027339300445
12,40.74398588625459
13,39.39728817872249
14,41.62130343558644
15,40.93775453216977
16,40.59251520530952
17,41.29302110704905
18,40.64934430383814
19,40.94585216409555
20,40.95584869503854
21,40.75546409636608
22,40.73823348339883
23,42.52836471587651
24,41.20165282652838
25,42.15629085121093
26,42.4572685464785
27,41.80233799223046
28,41.29830434824694
29,38.13055546075713
30,39.70146003089778
31,40.61452160888996
32,40.61056422850297
33,39.558234946404696
34,39.49766567405799
35,40.626448278933275
36,41.45431963724482
37,40.767214603567
38,40.59834801031095
39,40.863812651905306
40,42.360575736816934
41,40.493147551713825
42,41.45010071737831
43,40.79376566290743
44,41.464803932416444
45,41.08362996612096
46,40.57879479310087
47,40.660103299836834
48,40.919884709632925
49,40.89347128316405
50,41.165647327876684
51,40.58735623062726
52,40.67371906217017
53,40.654934208755506
54,40.74953560173484
55,42.277380290312934
56,42.03740512714
57,41.327473658023195
58,42.43629710587886
59,41.03918320719089
60,40.861859654765816
61,41.08096440459073
62,41.45009237706007
63,40.655423660948216
64,40.628733063478734
65,41.14755783714051
66,41.06686555336595
67,40.70978574296065
68,42.2976591858957
69,40.69563388541816
70,41.827102889990776
71,40.66061196164345
72,40.61729123547844
73,41.18888628464668
74,40.996070706221005
75,41.23683206643153
76,40.805323477754015
77,41.21402969566163
78,40.754099385292356
79,41.855875882444
80,41.70184687175433
81,42.56581614660926
82,41.05988501545016
83,42.184562206634155
84,40.71596022190076
85,40.712376795858326
86,40.98357339662789
87,40.94408175351317
88,40.90722253821992
89,40.73352707345937
90,40.86121255318252
91,39.72138950942535
92,40.25228300454817
93,40.79221573889096
94,41.11498058748327
95,41.113475971351555
96,41.485345297799576
97,40.82912735475176
98,40.20865080612338
99,40.97209536569662
100,40.659338149920515
