episode,sensing
1,40.690111779588435
2,41.61158256801445
3,41.00676440816271
4,40.852738869306926
5,40.762260771565565
6,41.12076941600458
7,40.84948233653077
8,39.66189217761788
9,41.43869303045481
10,41.671660482170054
11,41.640146187292636
12,41.67422039773014
13,41.67750031773014
14,41.65147601807498
15,41.57022728240597
16,41.460432693605036
17,41.59959000050792
18,41.46701854324232
19,41.56433630788073
20,41.57660397150775
21,41.42881993221854
22,41.40538963122496
23,41.47730609784278
24,41.521031505228486
25,41.45856156291447
26,41.376157305909985
27,41.435458267833525
28,41.569950605573965
29,41.53344100820366
30,41.67407482932131
31,41.42877915847791
32,41.53326088756678
33,41.232598127223724
34,41.30801177836652
35,41.45401079428659
36,41.664166215387475
37,41.50545067562261
38,41.43376748330495
39,41.43087155626814
40,41.42256436425392
41,41.00581609304866
42,41.54682954743131
43,41.468756614690264
44,41.42315604382192
45,41.41945333057664
46,41.435908222562674
47,41.462492066953835
48,41.459772847799
49,41.34716283951182
50,41.422596133101045
51,41.422705291604736
52,41.48909762371042
53,41.4448701677805
54,41.627788068646765
55,41.57772502693676
56,41.41765965371523
57,41.534802378466665
58,41.009652233085525
59,41.48133126804571
60,41.428173915893865
61,41.04741543015286
62,40.96514019273435
63,41.70919643910795
64,41.51767009123865
65,40.691969497502505
66,41.01731521848081
67,41.567680404425204
68,40.530580950628526
69,41.547708788124794
70,40.23388659060603
71,41.41193542669715
72,41.55086637723809
73,41.433988729402884
74,41.737578227425736
75,41.44003970492347
76,41.45341369357691
77,41.67291873653731
78,41.46595394379538
79,41.51681260566098
80,41.43122606595599
81,41.365478076280326
82,41.43799375289519
83,40.90710292286886
84,41.451199542339985
85,41.60401611069091
86,41.55302738208986
87,41.43572631724187
88,41.427433486211015
89,41.45060838758474
90,41.385242839604665
91,41.43073965427701
92,41.44558602342989
93,41.43494462773288
94,41.550606818957675
95,41.46850080340536
96,40.68786375135122
97,41.27969449809049
98,41.40666294129381
99,41.555411081694636
100,41.440085768956585
